no_faktur,kode_barang,deskripsi,jumlah,tanggal_faktur,harga_satuan,id_pelanggan,provinsi
540551,22812,PACK 3 BOXES CHRISTMAS PANNETONE,1,2011-01-10 09:43:00,4210.0,nan,Bengkulu
562562,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-08-05 17:43:00,950.0,16271.0,Papua Pegunungan
575576,22079,RIBBON REEL HEARTS DESIGN ,10,2011-11-10 11:45:00,1650.0,16025.0,Banten
567477,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-09-20 13:20:00,1250.0,16327.0,Papua Barat Daya
576618,23397,FOOT STOOL HOME SWEET HOME ,1,2011-11-15 17:00:00,19960.0,nan,Di Yogyakarta
559506,23200,JUMBO BAG PEARS,1,2011-07-08 15:17:00,4130.0,nan,Papua Selatan
578516,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-11-24 13:53:00,2080.0,14591.0,Jawa Timur
558877,23215,JINGLE BELL HEART ANTIQUE SILVER,2,2011-07-04 13:50:00,2080.0,17841.0,Gorontalo
544805,22802,FAUX FUR CHOCOLATE THROW,6,2011-02-23 14:50:00,16950.0,18068.0,Kalimantan Utara
561194,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-07-25 13:54:00,1250.0,13814.0,Papua Barat
560225,84748,REGENCY CAKESTAND 3 TIER,4,2011-07-15 16:27:00,2460.0,nan,Papua Tengah
575787,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-11-11 11:18:00,1250.0,12518.0,Jawa Barat
547934,22258,FELT FARM ANIMAL RABBIT,12,2011-03-28 14:07:00,1250.0,12474.0,Aceh
553828,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,2011-05-19 11:24:00,1250.0,17865.0,Papua Tengah
560292,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-07-18 10:19:00,4130.0,nan,Sumatera Utara
567656,20676,RED RETROSPOT BOWL,1,2011-09-21 14:40:00,2460.0,14096.0,Kalimantan Timur
539222,20728,LUNCH BAG CARS BLUE,10,2010-12-16 13:00:00,1650.0,14621.0,Lampung
551341,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-04-28 07:52:00,1060.0,15189.0,Papua Tengah
555582,22820,GIFT BAG BIRTHDAY,12,2011-06-06 09:01:00,650.0,nan,Sulawesi Tengah
581168,35970,REGENCY CAKESTAND 3 TIER,12,2011-12-07 14:52:00,1690.0,16779.0,Banten
567671,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-09-21 15:34:00,3290.0,nan,Kepulauan Riau
571441,22190,LOCAL CAFE MUG,3,2011-10-17 13:31:00,2460.0,14096.0,Kalimantn Barat
578323,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-11-23 17:19:00,2950.0,15743.0,Bengkulu
550480,23207,LUNCH BAG ALPHABET DESIGN,2,2011-04-18 14:05:00,1650.0,13069.0,Nusa Tenggara Barat
540277,22776,SWEETHEART CAKESTAND 3 TIER,12,2011-01-06 12:18:00,8500.0,14258.0,Papua Barat Daya
547912,22481,BLACK TEA TOWEL CLASSIC DESIGN,6,2011-03-28 12:27:00,1250.0,18010.0,Kalimantan Timur
580892,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-12-06 12:30:00,1060.0,13199.0,Bangka Belitung
545464,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-03-03 09:10:00,7460.0,nan,Jwa Tengah
550474,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-04-18 13:58:00,1630.0,nan,Jambi
554520,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-05-24 17:03:00,830.0,17841.0,Kalimantan Tengah
560997,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-07-22 13:59:00,1650.0,12627.0,Papua Barat Daya
566539,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2011-09-13 11:34:00,1650.0,17228.0,Sumatera Utara
562717,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1,2011-08-08 15:42:00,3290.0,nan,Riau
578350,21914,BLUE HARMONICA IN BOX ,24,2011-11-24 09:51:00,1250.0,15632.0,Papua Selatan
553672,23298,SPOTTY BUNTING,3,2011-05-18 12:44:00,4950.0,15811.0,Papua Barat Daya
572897,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2011-10-26 14:42:00,5790.0,nan,Sumatera Barat
566451,84836,ZINC METAL HEART DECORATION,4,2011-09-12 16:14:00,1250.0,18069.0,Dki Jakarta
545226,84819,DANISH ROSE ROUND SEWING BOX,1,2011-03-01 09:33:00,3390.0,12428.0,Jawa Timur
580504,22560,TRADITIONAL MODELLING CLAY,1,2011-12-04 13:32:00,1250.0,17936.0,Banten
560433,20712,REGENCY CAKESTAND 3 TIER,1,2011-07-18 15:49:00,4130.0,nan,Papua
547209,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-03-21 14:44:00,290.0,13081.0,Jambi
574528,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-11-04 14:03:00,7950.0,16782.0,Kepulauan Riau
555199,21781,MA CAMPAGNE CUTLERY BOX,1,2011-06-01 12:05:00,14950.0,14606.0,Papua Barat
546479,22993,REGENCY CAKESTAND 3 TIER,1,2011-03-14 11:38:00,1250.0,12682.0,Sulawes Selatan
580305,23169,CLASSIC GLASS COOKIE JAR,1,2011-12-02 14:26:00,4150.0,nan,Maluku
574491,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-11-04 13:05:00,2100.0,16318.0,Aceh
548194,22297,HEART IVORY TRELLIS SMALL,1,2011-03-29 15:30:00,2460.0,nan,Kalimantn Barat
543798,85066,CREAM SWEETHEART MINI CHEST,1,2011-02-13 11:13:00,12750.0,15058.0,Jawa Barat
540242,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-05 15:30:00,2550.0,15046.0,Sulawes Selatan
556465,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-06-12 11:04:00,1250.0,14984.0,Dki Jakarta
548668,21259,VICTORIAN SEWING BOX SMALL ,2,2011-04-01 15:03:00,5950.0,16162.0,Kalimantan Utara
553899,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-19 17:25:00,2950.0,14292.0,Bengkulu
547398,21192,WHITE BELL HONEYCOMB PAPER ,2,2011-03-22 16:55:00,3290.0,nan,Kalimantan Selatan
547061,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-03-20 13:21:00,550.0,12407.0,Sulawesi Tenggara
542934,20685,DOORMAT RED RETROSPOT,10,2011-02-02 11:01:00,6750.0,13093.0,Jawa Barat
560606,22230,JIGSAW TREE WITH WATERING CAN,48,2011-07-20 10:08:00,290.0,17422.0,Jawa Barat
561218,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-07-25 17:11:00,830.0,nan,Bengkulu
566191,23200,JUMBO BAG PEARS,10,2011-09-09 13:26:00,2080.0,14388.0,Gorontalo
537464,22113,REGENCY CAKESTAND 3 TIER,16,2010-12-07 10:14:00,3750.0,14907.0,Maluku
538880,21248,DOOR HANGER  MUM + DADS ROOM,1,2010-12-14 15:52:00,3360.0,nan,Sulawesi Tenggara
581246,23103,JINGLE BELL HEART DECORATION,4,2011-12-08 10:59:00,1650.0,15453.0,Papua Barat Daya
559162,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,4,2011-07-06 16:29:00,420.0,nan,Jawa Barat
570640,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-10-11 12:38:00,2950.0,12474.0,Sulawesi Barat
573362,23351,ROLL WRAP 50'S CHRISTMAS,1,2011-10-30 13:06:00,1250.0,12597.0,Jawa Barat
549949,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-04-13 12:57:00,1250.0,13208.0,Kepulauan Riau
570466,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2011-10-10 16:03:00,6750.0,16791.0,Papua Barat
577046,85176,SEWING SUSAN 21 NEEDLE SET,12,2011-11-17 13:46:00,850.0,12449.0,Sulawes Selatan
548211,22331,WOODLAND PARTY BAG + STICKER SET,96,2011-03-30 09:06:00,1450.0,14646.0,Sumatera Utara
554956,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-05-27 15:17:00,3290.0,nan,Maluku
559948,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-07-14 10:41:00,850.0,12653.0,Sulawes Selatan
546230,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-03-10 12:26:00,1950.0,13871.0,Riau
544091,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-16 08:37:00,1250.0,14897.0,Sulawesi Utara
556732,21564,PINK  HEART SHAPE LOVE BUCKET ,1,2011-06-14 11:47:00,2950.0,15039.0,Papua Barat
548330,37482P,CUBIC MUG PINK POLKADOT,6,2011-03-30 13:26:00,390.0,14810.0,Kalimantan Timur
573149,71050,SMALL SINGLE FLAME CANDLE HOLDER,1,2011-10-27 19:56:00,350.0,16438.0,Sumatera Barat
542797,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-02-01 11:08:00,420.0,17884.0,Jawa Barat
574950,23322,LARGE WHITE HEART OF WICKER,1,2011-11-08 09:29:00,5790.0,nan,Sumatera Utara
538566,21874,GIN AND TONIC MUG,2,2010-12-13 11:21:00,3360.0,nan,Papua Barat
574328,21495,SKULLS AND CROSSBONES WRAP,25,2011-11-04 09:05:00,420.0,13081.0,Sulawesi Tengah
559202,71053,WHITE METAL LANTERN,4,2011-07-07 10:40:00,3750.0,13583.0,Papua
548468,47566,PARTY BUNTING,4,2011-03-31 12:28:00,4950.0,14818.0,Bangka Belitung
543097,72801D,4 SKY BLUE DINNER CANDLES,6,2011-02-03 11:41:00,2460.0,nan,Jawa Barat
548718,21169,YOU'RE CONFUSING ME METAL SIGN ,144,2011-04-04 08:50:00,1450.0,14156.0,Sumatera Selatan
552681,21181,PLEASE ONE PERSON METAL SIGN,1,2011-05-10 15:08:00,4130.0,nan,Sulawesi Barat
570168,22580,ADVENT CALENDAR GINGHAM SACK,24,2011-10-07 14:05:00,5950.0,17596.0,Maluku Utara
538071,84247G,"DECOUPAGE,GREETING CARD,",1,2010-12-09 14:09:00,850.0,nan,Maluku
581192,22897,OVEN MITT APPLES DESIGN,2,2011-12-07 17:05:00,1450.0,15883.0,Sumatera Selatan
553206,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-16 08:16:00,2950.0,14156.0,Kalimantan Timur
574298,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-11-03 15:56:00,5790.0,nan,Papua Selatan
556070,22997,TRAVEL CARD WALLET UNION JACK,24,2011-06-08 14:51:00,420.0,17873.0,Bali
575748,22727,ALARM CLOCK BAKELIKE RED ,9,2011-11-11 10:21:00,8290.0,nan,Papua Pegunungan
570225,23437, 50'S CHRISTMAS GIFT BAG LARGE,3,2011-10-09 13:15:00,1250.0,16595.0,Kalimantan Tengah
549446,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-04-08 13:14:00,850.0,17054.0,Papua Pegunungan
545170,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-02-28 14:15:00,1250.0,14078.0,Sumatera Utara
559988,22434,BALLOON PUMP WITH 10 BALLOONS,1,2011-07-14 12:17:00,1950.0,15402.0,Kalimantan Selatan
555396,22804,CANDLEHOLDER PINK HANGING HEART,10,2011-06-02 17:23:00,2950.0,16529.0,Bengkulu
540546,22366,DOORMAT AIRMAIL ,2,2011-01-09 15:56:00,7950.0,12766.0,Dki Jakarta
578939,23206,LUNCH BAG APPLE DESIGN,10,2011-11-27 13:14:00,1650.0,17068.0,Nusa Tenggara Barat
573346,23339,EGG FRYING PAN BLUE ,1,2011-10-30 12:18:00,2080.0,17255.0,Kalimantan Utara
537738,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-08 11:02:00,1250.0,nan,Sulawesi Barat
579458,21877,HOME SWEET HOME MUG,1,2011-11-29 14:38:00,1650.0,16549.0,Papua
570721,22946,WOODEN ADVENT CALENDAR CREAM,2,2011-10-12 10:51:00,16950.0,13842.0,Sulawesi Tengah
552234,21903,MAN FLU METAL SIGN,1,2011-05-06 16:01:00,4130.0,nan,Riau
560437,22115,METAL SIGN EMPIRE TEA,6,2011-07-18 16:05:00,790.0,nan,Kalimantan Tengah
555640,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-06-06 13:06:00,850.0,nan,Jawa Barat
539957,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-23 12:58:00,4950.0,12585.0,Sulawesi Tengah
573315,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-10-28 17:27:00,1650.0,17839.0,Di Yogyakarta
540352,84509B,SET OF 4 FAIRY CAKE PLACEMATS,1,2011-01-06 14:27:00,3360.0,nan,Aceh
579571,16235,RECYCLED PENCIL WITH RABBIT ERASER,20,2011-11-30 11:48:00,210.0,16657.0,Kalimantan Timur
575051,22197,POPCORN HOLDER,1,2011-11-08 12:14:00,850.0,15957.0,Papua Pegunungan
558235,23203,REGENCY CAKESTAND 3 TIER,20,2011-06-27 14:41:00,2080.0,16242.0,Bengkulu
553527,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-17 14:57:00,1650.0,15123.0,Maluku Utara
544675,22680,FRENCH BLUE METAL DOOR SIGN 5,5,2011-02-22 15:59:00,1250.0,16011.0,Bali
549524,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-04-08 15:42:00,830.0,nan,Jambi
565333,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-02 14:23:00,850.0,12375.0,Papua Selatan
555545,23199,JUMBO BAG APPLES,10,2011-06-05 13:08:00,2080.0,17735.0,Sumatera Selatan
575186,22593,CHRISTMAS GINGHAM STAR,12,2011-11-09 09:01:00,850.0,17611.0,Kalimantan Tengah
547049,22189,CREAM HEART CARD HOLDER,3,2011-03-20 11:56:00,3950.0,17134.0,Papua Pegunungan
544214,22356,CHARLOTTE BAG PINK POLKADOT,33,2011-02-17 11:19:00,2460.0,nan,Kalimantan Selatan
565541,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-09-05 12:00:00,8250.0,14159.0,Riau
537393,22867,HAND WARMER BIRD DESIGN,96,2010-12-06 13:59:00,1850.0,13089.0,Kalimantn Barat
562549,22467,GUMBALL COAT RACK,1,2011-08-05 16:10:00,2550.0,17092.0,Jwa Tengah
540556,21246,RED RETROSPOT BIG BOWL,6,2011-01-10 09:58:00,4950.0,nan,Sulawesi Utara
573888,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-11-01 13:43:00,420.0,17696.0,Sulawesi Barat
553535,23153,ZINC SWEETHEART WIRE LETTER RACK,4,2011-05-17 15:17:00,3750.0,nan,Papua
579777,21169,REGENCY CAKESTAND 3 TIER,1,2011-11-30 15:13:00,4130.0,nan,Papua Tengah
569897,21086,SET/6 RED SPOTTY PAPER CUPS,2,2011-10-06 16:01:00,650.0,17813.0,Sulawes Selatan
566604,16161U,WRAP SUKI AND FRIENDS,25,2011-09-13 16:26:00,420.0,16279.0,Sumatera Barat
580129,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-12-01 18:03:00,1250.0,17426.0,Sumatera Barat
549965,21890,S/6 WOODEN SKITTLES IN COTTON BAG,24,2011-04-13 14:17:00,3250.0,16966.0,Bali
543899,15056N,EDWARDIAN PARASOL NATURAL,12,2011-02-14 12:11:00,5950.0,nan,Jawa Barat
551820,POST,POSTAGE,2,2011-05-04 12:11:00,18000.0,12645.0,Papua
577302,21888,BINGO SET,1,2011-11-18 12:57:00,3750.0,nan,Sulawesi Tengah
577358,23349,ROLL WRAP VINTAGE CHRISTMAS,6,2011-11-18 15:59:00,2460.0,nan,Bali
570254,22424,ENAMEL BREAD BIN CREAM,3,2011-10-10 09:41:00,12750.0,16179.0,Papua
552065,22558,CLOTHES PEGS RETROSPOT PACK 24 ,5,2011-05-06 11:20:00,1650.0,16729.0,Sumatera Selatan
538634,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-12-13 13:28:00,3750.0,14085.0,Bangka Belitung
576559,23151,ZINC SWEETHEART SOAP DISH,1,2011-11-15 13:19:00,2490.0,14711.0,Sulawesi Utara
565156,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-01 15:04:00,1250.0,13045.0,Papua Selatan
C579785,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-11-30 15:29:00,6350.0,12584.0,Kalimantn Barat
561626,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-07-28 14:03:00,1690.0,14898.0,Lampung
578688,22939,ADULT APRON APPLE DELIGHT,1,2011-11-25 09:27:00,4950.0,16719.0,Sulawes Selatan
C538377,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2010-12-12 11:23:00,9950.0,15224.0,Dki Jakarta
549263,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-07 12:39:00,1250.0,15800.0,Kalimantan Utara
547387,22904,CALENDAR PAPER CUT DESIGN,6,2011-03-22 16:00:00,2950.0,12539.0,Bali
548450,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-03-31 11:20:00,950.0,15856.0,Sulawes Selatan
541995,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2011-01-25 09:58:00,3750.0,13158.0,Kalimantan Tengah
575875,23603,SET 10 CARD KRAFT REINDEER 17084,1,2011-11-11 13:06:00,2490.0,nan,Aceh
555416,15036,ASSORTED COLOURS SILK FAN,1,2011-06-03 10:15:00,830.0,14408.0,Sulawesi Tengah
554348,23091,METAL HERB GERDEN CONTAINER,3,2011-05-24 08:49:00,6250.0,13523.0,Bengkulu
540248,22625,RED KITCHEN SCALES,1,2011-01-05 15:57:00,8500.0,nan,Kalimantan Tengah
557747,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-06-22 12:25:00,850.0,13611.0,Bali
553718,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,16,2011-05-18 16:14:00,3290.0,nan,Sulawes Selatan
578233,21901,"KEY FOB , BACK DOOR ",1,2011-11-23 12:20:00,650.0,14049.0,Sulawes Selatan
540995,85169C,EAU DE NIL LOVE BIRD CANDLE,15,2011-01-13 09:30:00,830.0,nan,Nusa Tenggara Barat
566424,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-09-12 14:15:00,1650.0,13309.0,Jwa Tengah
560434,22494,EMERGENCY FIRST AID TIN ,1,2011-07-18 15:56:00,2460.0,nan,Gorontalo
549730,22292,HANGING CHICK  YELLOW DECORATION,1,2011-04-11 16:35:00,1450.0,15867.0,Bali
545691,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-03-06 12:52:00,4150.0,14161.0,Banten
575477,21894,POTTING SHED SEED ENVELOPES,1,2011-11-09 16:14:00,2460.0,nan,Sumatera Selatan
537868,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-08 16:49:00,550.0,12433.0,Bengkulu
539019,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-12-15 14:12:00,2100.0,17551.0,Jwa Tengah
561647,23297,SET 40 HEART SHAPE PETIT FOUR CASES,144,2011-07-28 15:20:00,1450.0,13340.0,Papua Selatan
538177,21544,SKULLS  WATER TRANSFER TATTOOS ,2,2010-12-10 09:51:00,1660.0,nan,Bali
546653,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2011-03-15 14:18:00,2460.0,nan,Di Yogyakarta
567099,22427,ENAMEL FLOWER JUG CREAM,1,2011-09-16 13:31:00,5950.0,15311.0,Aceh
560723,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-07-20 13:53:00,850.0,16464.0,Jawa Barat
559490,15056n,EDWARDIAN PARASOL NATURAL,1,2011-07-08 13:53:00,12460.0,nan,Papua Barat Daya
574064,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-02 14:35:00,3750.0,17434.0,Bangka Belitung
C572469,22386,JUMBO BAG PINK POLKADOT,1,2011-10-24 13:31:00,2080.0,13534.0,Papua
552699,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-05-10 15:52:00,420.0,16210.0,Kepulauan Riau
536851,21429,RED GINGHAM ROSE JEWELLERY BOX,56,2010-12-03 09:49:00,1650.0,nan,Di Yogyakarta
555845,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-06-07 13:19:00,1250.0,17015.0,Papua Pegunungan
538796,16156S,WRAP PINK FAIRY CAKES ,25,2010-12-14 11:43:00,420.0,17041.0,Sulawesi Barat
575491,23556,LANDMARK FRAME COVENT GARDEN ,1,2011-11-09 17:47:00,12500.0,15531.0,Papua Selatan
574363,23321,SMALL WHITE HEART OF WICKER,120,2011-11-04 10:57:00,1110.0,18102.0,Sumatera Barat
580730,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2011-12-05 17:28:00,5790.0,nan,Sumatera Utara
567165,23403,LETTER HOLDER HOME SWEET HOME,1,2011-09-18 11:58:00,3750.0,17841.0,Jawa Timur
544323,DOT,DOTCOM POSTAGE,1,2011-02-17 15:51:00,179940.0,nan,Nusa Tenggara Barat
C554872,85099B,JUMBO BAG RED RETROSPOT,1,2011-05-27 10:59:00,2080.0,16341.0,Jambi
554098,22625,RED KITCHEN SCALES,1,2011-05-22 13:01:00,8500.0,14769.0,Papua Selatan
563023,23332,IVORY WICKER HEART LARGE,12,2011-08-11 13:39:00,1650.0,14639.0,Banten
545916,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-03-08 11:46:00,3750.0,12528.0,Maluku
568949,21803,CHRISTMAS TREE STAR DECORATION,1,2011-09-29 15:13:00,420.0,nan,Aceh
548289,22427,ENAMEL FLOWER JUG CREAM,3,2011-03-30 11:48:00,5950.0,13988.0,Sumatera Barat
568651,22492,MINI PAINT SET VINTAGE ,1,2011-09-28 12:04:00,650.0,12362.0,Kalimantan Tengah
C578991,85204,HANGING WOOD AND FELT FLOWER,1,2011-11-27 15:31:00,120.0,15555.0,Sulawesi Tengah
541248,21832,CHOCOLATE CALCULATOR,1,2011-01-16 13:04:00,1650.0,12748.0,Sulawesi Tengah
552678,20676,RED RETROSPOT BOWL,1,2011-05-10 15:08:00,2460.0,nan,Banten
564835,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-08-30 12:31:00,2460.0,nan,Bangka Belitung
556085,21936,RED RETROSPOT PICNIC BAG,1,2011-06-08 15:23:00,5790.0,nan,Bangka Belitung
560861,21813,GARLAND WITH STARS AND BELLS,1,2011-07-21 13:37:00,4950.0,17660.0,Papua Pegunungan
551834,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-05-04 13:13:00,1250.0,16610.0,Sumatera Selatan
578339,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-24 09:07:00,2550.0,12421.0,Bali
563193,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-08-12 16:30:00,2460.0,nan,Riau
580063,82580,BATHROOM METAL SIGN,96,2011-12-01 13:29:00,740.0,17450.0,Kalimantan Tengah
536796,21982,PACK OF 12 SUKI TISSUES ,1,2010-12-02 15:46:00,290.0,15574.0,Sulawesi Tenggara
573330,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-10-30 11:22:00,2950.0,16923.0,Di Yogyakarta
564230,22367,CHILDRENS APRON SPACEBOY DESIGN,3,2011-08-24 10:22:00,4960.0,nan,Papua Selatan
537773,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,2010-12-08 12:36:00,3750.0,16016.0,Kepulauan Riau
581123,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",6,2011-12-07 12:34:00,3950.0,15750.0,Kepulauan Riau
568381,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-09-27 09:24:00,4950.0,14321.0,Papua Pegunungan
560926,21946,PARTY TIME DESIGN FLANNEL,1,2011-07-22 09:20:00,830.0,nan,Bengkulu
541695,85180A,RED HEARTS LIGHT CHAIN ,8,2011-01-20 18:01:00,2460.0,nan,Kalimantan Timur
570388,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-10-10 12:37:00,1250.0,14911.0,Aceh
562593,23103,JINGLE BELL HEART DECORATION,6,2011-08-07 15:43:00,1650.0,16549.0,Bengkulu
572540,82580,BATHROOM METAL SIGN,2,2011-10-24 16:17:00,1250.0,nan,Sulawes Selatan
540383,40016,CHINESE DRAGON PAPER LANTERNS,1,2011-01-06 17:47:00,420.0,16422.0,Kepulauan Riau
573387,23311,VINTAGE CHRISTMAS STOCKING ,3,2011-10-30 14:33:00,2550.0,15054.0,Papua
541221,20734,SILVER MINI TAPE MEASURE ,8,2011-01-14 14:28:00,1630.0,nan,Gorontalo
578653,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-24 16:40:00,290.0,18161.0,Sulawesi Utara
557937,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-06-23 15:30:00,4130.0,nan,Papua Tengah
555488,22383,LUNCH BAG SUKI DESIGN ,1,2011-06-03 13:43:00,1650.0,16942.0,Maluku Utara
577508,21813,GARLAND WITH STARS AND BELLS,2,2011-11-20 12:45:00,4950.0,18127.0,Kalimantn Barat
552229,51014L,"FEATHER PEN,LIGHT PINK",4,2011-05-06 15:40:00,1630.0,nan,Jambi
568785,22488,NATURAL SLATE RECTANGLE CHALKBOARD,24,2011-09-29 09:16:00,1650.0,16929.0,Kalimantan Selatan
541520,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-19 09:13:00,1950.0,12422.0,Gorontalo
572878,21181,PLEASE ONE PERSON METAL SIGN,90,2011-10-26 13:34:00,1660.0,16029.0,Kalimantn Barat
541784,22294,HEART FILIGREE DOVE  SMALL,24,2011-01-21 12:37:00,1250.0,17277.0,Sulawesi Barat
566190,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,5,2011-09-09 13:20:00,390.0,12748.0,Lampung
561514,22384,LUNCH BAG PINK POLKADOT,10,2011-07-27 15:14:00,1650.0,14331.0,Sumatera Utara
577473,22662,REGENCY CAKESTAND 3 TIER,1,2011-11-20 11:28:00,1650.0,15919.0,Kalimantan Selatan
569406,23445,ICE CREAM BUBBLES,60,2011-10-04 09:09:00,830.0,16253.0,Sulawesi Utara
567363,23028,REGENCY CAKESTAND 3 TIER,1,2011-09-19 16:58:00,0.0,nan,Jawa Timur
568218,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-09-26 09:52:00,1250.0,nan,Sulawesi Tengah
547623,85027L,FRENCH CHATEAU LARGE PLATTER ,6,2011-03-24 11:29:00,1950.0,15641.0,Jawa Timur
549560,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-04-10 13:26:00,1250.0,15058.0,Aceh
559660,22329,ROUND CONTAINER SET OF 5 RETROSPOT,3,2011-07-11 13:19:00,1650.0,16701.0,Bangka Belitung
547547,20619,TROPICAL PASSPORT COVER ,3,2011-03-23 15:30:00,1630.0,nan,Jawa Barat
573481,21314,SMALL GLASS HEART TRINKET POT,8,2011-10-31 11:10:00,2100.0,13994.0,Nusa Tenggara Timur
578067,21739,COSY SLIPPER SHOES SMALL GREEN,4,2011-11-22 15:43:00,2460.0,nan,Kalimantan Utara
540468,90214A,"LETTER ""A"" BLING KEY RING",1,2011-01-07 13:55:00,850.0,nan,Sulawesi Barat
573746,23199,JUMBO BAG APPLES,30,2011-11-01 09:01:00,2080.0,13461.0,Maluku Utara
575176,90198B,VINTAGE ROSE BEAD BRACELET BLACK,1,2011-11-08 18:29:00,4150.0,nan,Maluku
580025,23321,SMALL WHITE HEART OF WICKER,1,2011-12-01 11:53:00,1650.0,15021.0,Riau
555583,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-06-06 09:03:00,2080.0,13534.0,Nusa Tenggara Timur
